"","Vertex1","Vertex2","Vertex1 popularity","Vertex1 followers","Vertex1 profile","Vertex1 images","Vertex1 genre","Vertex2 popularity","Vertex2 followers","Vertex2 profile","Vertex2 images","Vertex2 genre"
"76","the babys","mr. mister",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"77","donnie iris","red rider",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA,43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock"
"78","quarterflash","tommy tutone",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",45,42504,"https://open.spotify.com/artist/1n2LWYgwtGp7EzDapUoniE","https://i.scdn.co/image/bfe9f1cdf7b5bb4b69ba89c22f39c3e3f6593d39","new wave pop"
"79","corey hart","cutting crew",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"80","lou gramm","john parr",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold"
"81","donnie iris","corey hart",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA,50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold"
"82","the motels","starship",42,137557,"https://open.spotify.com/artist/6scOultrkXrQsClcbGKM7e","https://i.scdn.co/image/6eeff1d22dd3e02d82e6571745ad9bafcacb7a9f","mellow gold",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold"
"83","rick springfield","john waite",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold"
"84","the greg kihn band","wang chung",45,59816,"https://open.spotify.com/artist/1Yyag4BRejtPxsKTrSkKDz","https://i.scdn.co/image/ab67616100005174a5244b4329fa53cc7290d48c",NA,52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold"
"85","pat benatar","mike + the mechanics",61,1423094,"https://open.spotify.com/artist/43mhFhQ4JAknA7Ik1bOZuV","https://i.scdn.co/image/f881ba3e2dec37df305e172d9b5210b12fcd74cb","classic rock",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock"
"86","john cafferty & the beaver brown band","go west",41,26700,"https://open.spotify.com/artist/5qwERxFiC8zCJvnVI8Zkl9","https://i.scdn.co/image/a9b9c732d5df982dcfcdfe0e6ec612a325fb0c8f","heartland rock",48,221461,"https://open.spotify.com/artist/7bKupnlF7XOfR1En3K8oAL","https://i.scdn.co/image/f26cd438ecc03700b192ce8ad90e775897a2edfe","new romantic"
"87","john waite","johnny hates jazz",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold",50,180119,"https://open.spotify.com/artist/6zpPKMhpOoG646kJgZ7RKf","https://i.scdn.co/image/ab6761610000517404f617be75de19acb3b08df0","new romantic"
"88","steve perry","glenn frey",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock"
"89","loverboy","rick springfield",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock"
"90","patty smyth","glass tiger",48,52736,"https://open.spotify.com/artist/2dgfCEMSVETFp29mRpiFpz","https://i.scdn.co/image/ab67616100005174ae32e4c9130baf3477fa297f",NA,44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"91","glenn frey","richard marx",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold"
"92","'til tuesday","kim carnes",42,135503,"https://open.spotify.com/artist/1L0y9srZMyh9XUnYGv37IP","https://i.scdn.co/image/7507653dc353f16124c90bbccd0f003aa45128ea","new romantic",60,262460,"https://open.spotify.com/artist/5PN2aHIvLEM98XIorsPMhE","https://i.scdn.co/image/ab676161000051741ba0c0b42be17d19a8d67d15","new romantic"
"93","the babys","paul young",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock",58,811714,"https://open.spotify.com/artist/6rqU9HQ57NYGBnBzbrY3a4","https://i.scdn.co/image/ab676161000051748b1b108617e384c85ad5c3ec","europop"
"94","benjamin orr","lou gramm",37,13729,"https://open.spotify.com/artist/6FV7vG3YdZqITxCEbUK98Y","https://i.scdn.co/image/0752abd08d9bf1c28b84a2af6d3f43f7764e6732",NA,44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold"
"95","mr. mister","huey lewis & the news",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock"
"96","red rider","the power station",43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock",39,118512,"https://open.spotify.com/artist/1EemADz12kjlGwkpY4EINv","https://i.scdn.co/image/49a69e9b1bf30cc21a2d309cbfddabea07b213bd","new romantic"
"97","tommy tutone","nik kershaw",45,42504,"https://open.spotify.com/artist/1n2LWYgwtGp7EzDapUoniE","https://i.scdn.co/image/bfe9f1cdf7b5bb4b69ba89c22f39c3e3f6593d39","new wave pop",54,272339,"https://open.spotify.com/artist/7kCL98rPFsNKjAHDmWrMac","https://i.scdn.co/image/ab6761610000517468a6b441e694ee02110b44a1","mellow gold"
"98","cutting crew","corey hart",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold"
"99","starship","cutting crew",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"100","wang chung","loverboy",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock"
"101","mike + the mechanics","steve perry",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"102","go west","mr. mister",48,221461,"https://open.spotify.com/artist/7bKupnlF7XOfR1En3K8oAL","https://i.scdn.co/image/f26cd438ecc03700b192ce8ad90e775897a2edfe","new romantic",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"103","johnny hates jazz","rick springfield",50,180119,"https://open.spotify.com/artist/6zpPKMhpOoG646kJgZ7RKf","https://i.scdn.co/image/ab6761610000517404f617be75de19acb3b08df0","new romantic",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock"
"104","glenn frey","honeymoon suite",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock",41,102840,"https://open.spotify.com/artist/7kFyhQTV7cbd3iSYW2yt1Q","https://i.scdn.co/image/ab67616100005174f2fd95e6a237fcf9d5e81368","canadian metal"
"105","rick springfield","red rider",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock"
"106","glass tiger","platinum blonde",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock",32,47696,"https://open.spotify.com/artist/5oxTKyMgf6POnzlqM1mduA","https://i.scdn.co/image/77ba4ce76f7dad558c3341da762ecc9f922c8295",NA
"107","steve perry","quarterflash",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold"
"108","richard marx","glenn frey",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock"
"109","kim carnes","starship",60,262460,"https://open.spotify.com/artist/5PN2aHIvLEM98XIorsPMhE","https://i.scdn.co/image/ab676161000051741ba0c0b42be17d19a8d67d15","new romantic",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold"
"110","paul young","wang chung",58,811714,"https://open.spotify.com/artist/6rqU9HQ57NYGBnBzbrY3a4","https://i.scdn.co/image/ab676161000051748b1b108617e384c85ad5c3ec","europop",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold"
"111","lou gramm","benjamin orr",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",37,13729,"https://open.spotify.com/artist/6FV7vG3YdZqITxCEbUK98Y","https://i.scdn.co/image/0752abd08d9bf1c28b84a2af6d3f43f7764e6732",NA
"112","huey lewis & the news","gowan",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",33,39221,"https://open.spotify.com/artist/732h1QEXVf21E1QTOmOAQY","https://i.scdn.co/image/cb71db74c5f4b7814bfe29294a62fbef44a97f2e","classic canadian rock"
"113","the power station","tom cochrane",39,118512,"https://open.spotify.com/artist/1EemADz12kjlGwkpY4EINv","https://i.scdn.co/image/49a69e9b1bf30cc21a2d309cbfddabea07b213bd","new romantic",51,66190,"https://open.spotify.com/artist/5Jj4mqGYiplyowPLKkJLHt","https://i.scdn.co/image/ab6761610000517494f10b4dcc21643b18de8eef","classic canadian rock"
"114","nik kershaw","chilliwack",54,272339,"https://open.spotify.com/artist/7kCL98rPFsNKjAHDmWrMac","https://i.scdn.co/image/ab6761610000517468a6b441e694ee02110b44a1","mellow gold",37,67241,"https://open.spotify.com/artist/3TkWygOTDBZXAdFDh9HOkG","https://i.scdn.co/image/68725bace2aedcc1b334420c342586d7d6b5e4dc","classic canadian rock"
"115","corey hart","don henley",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold",62,1340826,"https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2","https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651","art rock"
"116","john parr","mr. mister",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"117","lou gramm","cutting crew",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"118","john waite","eric carmen",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock"
"119","steve perry","paul davis",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",44,117464,"https://open.spotify.com/artist/6EJmqnuK0r6qiAevFFiNNR","https://i.scdn.co/image/7fb9a7adf5fe2603da53a149407788ac8fd36b5d","bubblegum pop"
"120","mr. mister","corey hart",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold"
"121","honeymoon suite","peter cetera",41,102840,"https://open.spotify.com/artist/7kFyhQTV7cbd3iSYW2yt1Q","https://i.scdn.co/image/ab67616100005174f2fd95e6a237fcf9d5e81368","canadian metal",59,786850,"https://open.spotify.com/artist/5xWPOujQqd4wXyB08slZ9Z","https://i.scdn.co/image/8d734393d132bf93acab534772bfd441aa3407f1","mellow gold"
"122","red rider","steve winwood",43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock"
"123","platinum blonde","glass tiger",32,47696,"https://open.spotify.com/artist/5oxTKyMgf6POnzlqM1mduA","https://i.scdn.co/image/77ba4ce76f7dad558c3341da762ecc9f922c8295",NA,44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"124","quarterflash","paul carrack",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold",51,158119,"https://open.spotify.com/artist/0FFuvdY7fuiuTmHN9unYoz","https://i.scdn.co/image/ab676161000051749f475bbebf716a08ec2d540a","mellow gold"
"125","glenn frey","john parr",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold"
"126","starship","sheena easton",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold"
"127","wang chung","jefferson starship",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock"
"128","benjamin orr","bruce hornsby",37,13729,"https://open.spotify.com/artist/6FV7vG3YdZqITxCEbUK98Y","https://i.scdn.co/image/0752abd08d9bf1c28b84a2af6d3f43f7764e6732",NA,54,336588,"https://open.spotify.com/artist/2iM28IgKg89v1o7BTQAVPo","https://i.scdn.co/image/ab67616100005174ede2122c4ca030de3a67f3ad","classic rock"
"129","gowan","stephen bishop",33,39221,"https://open.spotify.com/artist/732h1QEXVf21E1QTOmOAQY","https://i.scdn.co/image/cb71db74c5f4b7814bfe29294a62fbef44a97f2e","classic canadian rock",52,213408,"https://open.spotify.com/artist/3JhRHqCi8HEzkJVWt19LtN","https://i.scdn.co/image/ab67616100005174ea31950c891f1fed632737fa","country rock"
"130","tom cochrane","mike + the mechanics",51,66190,"https://open.spotify.com/artist/5Jj4mqGYiplyowPLKkJLHt","https://i.scdn.co/image/ab6761610000517494f10b4dcc21643b18de8eef","classic canadian rock",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock"
"131","chilliwack","ambrosia",37,67241,"https://open.spotify.com/artist/3TkWygOTDBZXAdFDh9HOkG","https://i.scdn.co/image/68725bace2aedcc1b334420c342586d7d6b5e4dc","classic canadian rock",51,323593,"https://open.spotify.com/artist/0J2Ej2rMQyqaUX3G6MUISw","https://i.scdn.co/image/1bc5d2c53780cd995ec55ec666c7241c932a2232","art rock"
"132","don henley","cutting crew",62,1340826,"https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2","https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651","art rock",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"133","mr. mister","wang chung",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold"
"134","cutting crew","mr. mister",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"135","steve perry","glass tiger",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"136","eric carmen","john parr",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold"
