"","Vertex1","Vertex2","Vertex1 popularity","Vertex1 followers","Vertex1 profile","Vertex1 images","Vertex1 genre","Vertex2 popularity","Vertex2 followers","Vertex2 profile","Vertex2 images","Vertex2 genre"
"1238","gary wright","glenn frey",43,126889,"https://open.spotify.com/artist/3z6Uf5IZkN4TogRpRpgD84","https://i.scdn.co/image/5b6cb225b8c44ca2bf4507b3c47ee04f4cf424e2","classic rock",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock"
"1239","firefall","steve winwood",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock"
"1240","little river band","bruce hornsby",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock",54,336588,"https://open.spotify.com/artist/2iM28IgKg89v1o7BTQAVPo","https://i.scdn.co/image/ab67616100005174ede2122c4ca030de3a67f3ad","classic rock"
"1241","atlanta rhythm section","huey lewis & the news",47,241890,"https://open.spotify.com/artist/0WgyCbru4tXnMsbTmX4mFw","https://i.scdn.co/image/ab67616100005174d8bf9437c1c695ca517c9710","art rock",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock"
"1242","ambrosia","john mellencamp",51,323593,"https://open.spotify.com/artist/0J2Ej2rMQyqaUX3G6MUISw","https://i.scdn.co/image/1bc5d2c53780cd995ec55ec666c7241c932a2232","art rock",64,1422380,"https://open.spotify.com/artist/3lPQ2Fk5JOwGWAF3ORFCqH","https://i.scdn.co/image/ab6761610000517439cf2e0c338c08d5b8350053","classic rock"
"1243","the j. geils band","jefferson starship",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock"
"1244","the babys","jackson browne",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock",60,1135076,"https://open.spotify.com/artist/5lkiCO9UQ8B23dZ1o0UV4m","https://i.scdn.co/image/ab6761610000517400b0bd0385952164fd4a5710","classic rock"
"1245","pablo cruise","little river band",43,135808,"https://open.spotify.com/artist/3Y5abCLsMxsOLaZ8rYusSR","https://i.scdn.co/image/ab676161000051743d0e456d08f20432c949ae32","classic rock",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock"
"1246","bob welch","38 special",43,81612,"https://open.spotify.com/artist/0reZZVbAPxgX1Rqj6XbWj3","https://i.scdn.co/image/fc40d90d3245b5853b26f3ff1a1227c1d5f6f084","classic rock",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock"
"1247","eddie money","reo speedwagon",57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock",63,2107390,"https://open.spotify.com/artist/55vs7NT1KxcFjbMC4y202E","https://i.scdn.co/image/ab67616100005174fc5a03aa1823cfbe08b8b2ed","classic rock"
"1248","orleans","mr. mister",51,142237,"https://open.spotify.com/artist/1667U2YoucgG5Pdvm2M59c","https://i.scdn.co/image/ab6761610000517473623115b3d4b9f03184d118","bubblegum pop",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"1249","poco","joe walsh",45,211014,"https://open.spotify.com/artist/0fyqyjD7pbaVzbu94ylWQR","https://i.scdn.co/image/8f808de6ce1199bf374db32a04283d79e5bb4673","classic rock",55,1075607,"https://open.spotify.com/artist/5bDxAyJiTYBat1YnFJhvEK","https://i.scdn.co/image/eafdd5b0d74bebaa1fc64591e050039d6a9debec","blues rock"
"1250","38 special","steve perry",57,1034240,"https://open.spotify.com/artist/3zXw2Eh96iTT51pytzHdZi","https://i.scdn.co/image/30b95555f6ada5b6ad259d865e5bbf791534999b","classic rock",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"1251","pure prairie league","loverboy",47,212184,"https://open.spotify.com/artist/1MXwwmS2JpmsHZhdMeOL2s","https://i.scdn.co/image/8a7633fe877372b873e9a561d2d34c77de75d3c3","classic rock",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock"
"1252","dave mason","chicago",43,154814,"https://open.spotify.com/artist/2DWQX92uew7DlsgN0yD775","https://i.scdn.co/image/12bb289439585710d9d3fec856d27bc76e6d2156","art rock",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock"
"1253","paul davis","firefall",44,117464,"https://open.spotify.com/artist/6EJmqnuK0r6qiAevFFiNNR","https://i.scdn.co/image/7fb9a7adf5fe2603da53a149407788ac8fd36b5d","bubblegum pop",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock"
"1254","peter frampton","the doobie brothers",56,1073566,"https://open.spotify.com/artist/0543y7yrvny4KymoaneT4W","https://i.scdn.co/image/ab67616100005174df422233531e21eefeec9996","art rock",65,2086013,"https://open.spotify.com/artist/39T6qqI0jDtSWWioX8eGJz","https://i.scdn.co/image/ab6761610000517468a38c02f356fae44e7dd63b","blues rock"
"1255","cutting crew","richard marx",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold"
"1256","mr. mister","eric carmen",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock"
"1257","john parr","dan hill",50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold",51,265071,"https://open.spotify.com/artist/5rOhfAsK4uxq9OdREiQRKa","https://i.scdn.co/image/ab67616100005174b7dc19b081327811eaf254b1","mellow gold"
"1258","rick springfield","christopher cross",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",61,833705,"https://open.spotify.com/artist/695W5F2Ih8dYahLdjVOIoH","https://i.scdn.co/image/ab67616100005174a2e75d072e19a6150744f924","album rock"
"1259","corey hart","glenn medeiros",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold",49,77562,"https://open.spotify.com/artist/0bByarMN8ryEFQsRo6iCUN","https://i.scdn.co/image/58019edc43247a97fb5c80e57673e0be3196b6ce",NA
"1260","glass tiger","air supply",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock",66,3470738,"https://open.spotify.com/artist/4xXCRXOfQKQ2gjWxNhNzYW","https://i.scdn.co/image/ab6761610000517479bedf7da0a906b84128f3af","soft rock"
"1261","glenn frey","wilson phillips",55,514143,"https://open.spotify.com/artist/3vMWY1bUrmYoSoEWLiQWOZ","https://i.scdn.co/image/ab676161000051741e869d920d97389beb490b43","album rock",52,506233,"https://open.spotify.com/artist/1yMYjh77WgOVafRkI50mim","https://i.scdn.co/image/69439fffb615de39c6a24dd9aef4259003d7725b","mellow gold"
"1262","john waite","mr. mister",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"1263","steve perry","jon secada",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",60,318411,"https://open.spotify.com/artist/10n1KB2sjTrGdyuC83y8jW","https://i.scdn.co/image/e5c1e14e943ef39eeab6aacbf59e1891952f8b65","soft rock"
"1264","huey lewis & the news","michael bolton",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",62,1704115,"https://open.spotify.com/artist/6YHEMoNPbcheiWS2haGzkn","https://i.scdn.co/image/ab67616100005174722dd304ca53138ba23ffc7b","soft rock"
"1265","eric carmen","cutting crew",59,291937,"https://open.spotify.com/artist/2ekjTXgjxbWwBX5lTAj4DU","https://i.scdn.co/image/b418a2d5dd360a27bbe6bb3bf80246a64eb992e2","album rock",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"1266","peter cetera","sheena easton",59,786850,"https://open.spotify.com/artist/5xWPOujQqd4wXyB08slZ9Z","https://i.scdn.co/image/8d734393d132bf93acab534772bfd441aa3407f1","mellow gold",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold"
"1267","wang chung","stephen bishop",52,276537,"https://open.spotify.com/artist/6Zh3xrWlA0SA9Fsfj9AVwm","https://i.scdn.co/image/3cc6fe2f6ee10954302d1b24dacc140585fedbd8","mellow gold",52,213408,"https://open.spotify.com/artist/3JhRHqCi8HEzkJVWt19LtN","https://i.scdn.co/image/ab67616100005174ea31950c891f1fed632737fa","country rock"
"1268","kenny loggins","steve perry",67,904323,"https://open.spotify.com/artist/3Y3xIwWyq5wnNHPp5gPjOW","https://i.scdn.co/image/ab67616100005174e5ade0d346536449c7a75b48","mellow gold",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"1269","johnny hates jazz","mike + the mechanics",50,180119,"https://open.spotify.com/artist/6zpPKMhpOoG646kJgZ7RKf","https://i.scdn.co/image/ab6761610000517404f617be75de19acb3b08df0","new romantic",57,578453,"https://open.spotify.com/artist/2yTUYhIf8fxptTIy3KLuJD","https://i.scdn.co/image/a6e2554ee5d46ddbfc3095ded51958cccfb0e766","art rock"
"1270","sheena easton","tiffany",54,558169,"https://open.spotify.com/artist/5dcOK4stT4JDkP6Dqhbz5s","https://i.scdn.co/image/abf2b9f11006846cd589026a50e0a0f7b74322fc","mellow gold",54,339002,"https://open.spotify.com/artist/4C3uGP8vRDzxrhJxZiOjTe","https://i.scdn.co/image/ab676161000051747fff2f4c0b030478e1a9cdba","new wave pop"
"1271","the outfield","chicago",63,508512,"https://open.spotify.com/artist/1zxDewzd2j1ZdSBGaYcr0y","https://i.scdn.co/image/236413fe5f7998434765548173bc79327a319606","mellow gold",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock"
"1272","heart","john waite",65,2106872,"https://open.spotify.com/artist/34jw2BbxjoYalTp8cJFCPv","https://i.scdn.co/image/6537feaf4a9da588202c9aa494dcc9b02f246ff5","classic rock",53,218060,"https://open.spotify.com/artist/2TPyCsRoh2tjeZLTQ2ojlj","https://i.scdn.co/image/da58bd9c8eb882cb2b29b05f4f99449808659164","mellow gold"
"1273","boston","glass tiger",64,2301231,"https://open.spotify.com/artist/29kkCKKGXheHuoO829FxWK","https://i.scdn.co/image/91457d2e1cd0e38d1b0af68699aeb85416dd4ab8","classic rock",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"1274","billy squier","donnie iris",57,680805,"https://open.spotify.com/artist/3Fz2GbraVXhcpXnoi2Oe1r","https://i.scdn.co/image/b41cea376e7970dc32802f0d0a84c22cfedf3e47","classic rock",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA
"1275","foreigner","loverboy",67,2592797,"https://open.spotify.com/artist/6IRouO5mvvfcyxtPDKMYFN","https://i.scdn.co/image/ab67616100005174b338d6964565206f741d5ad1","classic rock",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock"
"1276","styx","rick springfield",61,1633076,"https://open.spotify.com/artist/4salDzkGmfycRqNUbyBphh","https://i.scdn.co/image/ab67616100005174fef3008e708e59efaa5667ed","art rock",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock"
"1277","jefferson starship","honeymoon suite",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock",41,102840,"https://open.spotify.com/artist/7kFyhQTV7cbd3iSYW2yt1Q","https://i.scdn.co/image/ab67616100005174f2fd95e6a237fcf9d5e81368","canadian metal"
"1278","don henley","aldo nova",62,1340826,"https://open.spotify.com/artist/5dbuFbrHa1SJlQhQX9OUJ2","https://i.scdn.co/image/6318212047d0b26c06f21149e525257e8a161651","art rock",37,158745,"https://open.spotify.com/artist/3jtTd1E9mBxYYU987s32Fm","https://i.scdn.co/image/f938b0cf5d11116d48beeabb6683d3beeff1f2f8","canadian metal"
"1279","huey lewis & the news","bad english",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",48,285557,"https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt","https://i.scdn.co/image/0900e9f9569f452ceab5a3e8c5f01bd71f85f30e","glam metal"
"1280","steve perry","henry lee summer",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold",26,4747,"https://open.spotify.com/artist/7wtiiuXdnWtATBrAxU9fnQ","https://i.scdn.co/image/6c9f5ae4c01e64df2990ffbdfbdd552d3141c878",NA
"1281","journey","night ranger",72,4633214,"https://open.spotify.com/artist/0rvjqX7ttXeg3mTy8Xscbt","https://i.scdn.co/image/ab67616100005174e848dfb35ea4969099662dfd","classic rock",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock"
"1282","pat benatar","mr. mister",61,1423094,"https://open.spotify.com/artist/43mhFhQ4JAknA7Ik1bOZuV","https://i.scdn.co/image/f881ba3e2dec37df305e172d9b5210b12fcd74cb","classic rock",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"1283","night ranger","russ ballard",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock",35,12632,"https://open.spotify.com/artist/1TOvAjOdz0YBx2wVRlBvFA","https://i.scdn.co/image/ab676161000051744421297ddd1cb37eab16f422",NA
"1284","chicago","corey hart",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold"
"1285","triumph","jude cole",45,406016,"https://open.spotify.com/artist/4YfnJEbTz8QLD5FusYFwV6","https://i.scdn.co/image/9e6f218ce63c5c23e7b7d887b6e07c37e9a39eee","canadian metal",29,6414,"https://open.spotify.com/artist/6MxIoQ7GT947XGYca2irUU","https://i.scdn.co/image/ab676161000051742dc0d37fdb5878bb745fc29d",NA
"1286","head east","lou gramm",43,146705,"https://open.spotify.com/artist/55UamRmLvoS6q7iWPzUrCC","https://i.scdn.co/image/8639d57200febc3eac25d97421793acef7cd0388","blues rock",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold"
"1287","donnie iris","john parr",39,31460,"https://open.spotify.com/artist/4kveDT8ylFciq1mdeYcIvw","https://i.scdn.co/image/94823ced14537956ccbef1488b764c4193a9a9af",NA,50,82892,"https://open.spotify.com/artist/3Z1tibPKhUYWCno0IYicCN","https://i.scdn.co/image/ab6761610000517492cf232d26e49a42e015f998","mellow gold"
"1288","jefferson starship","cutting crew",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"1289","lou gramm","steve perry",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold",57,527267,"https://open.spotify.com/artist/5xQKoGD7Ql92fWd1uWwKkf","https://i.scdn.co/image/ab6761610000517474b5ad3c74225ab1c7b31665","mellow gold"
"1290","gary wright","rick springfield",43,126889,"https://open.spotify.com/artist/3z6Uf5IZkN4TogRpRpgD84","https://i.scdn.co/image/5b6cb225b8c44ca2bf4507b3c47ee04f4cf424e2","classic rock",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock"
"1291","the tubes","glass tiger",43,81823,"https://open.spotify.com/artist/7zfhej6FnVXN9LIXs6dcoK","https://i.scdn.co/image/ab67616100005174c645d75ea79ed9470c381855","art rock",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"1292","michael stanley band","quarterflash",29,12863,"https://open.spotify.com/artist/68tUWDLwgRP7Ch2Gj8vQ1k","https://i.scdn.co/image/ab67616d00001e029433677f78b5514f4a92fcab","classic rock",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold"
"1293","little river band","starship",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold"
"1294","red rider","patty smyth",43,78257,"https://open.spotify.com/artist/4EGlaDAVZTNNknDdKHrHRp","https://i.scdn.co/image/119631d62c1c428a67af71aac0244d7a31419c86","classic canadian rock",48,52736,"https://open.spotify.com/artist/2dgfCEMSVETFp29mRpiFpz","https://i.scdn.co/image/ab67616100005174ae32e4c9130baf3477fa297f",NA
"1295","firefall","richard marx",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock",64,1086870,"https://open.spotify.com/artist/0grdhNhiRLFBaFVyybqsj6","https://i.scdn.co/image/ab6772690000dd225a23fa4fa56b6bb1483733d2","mellow gold"
"1296","eddie money","bad english",57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock",48,285557,"https://open.spotify.com/artist/5fhMbh4PVSLSODF2fhWwqt","https://i.scdn.co/image/0900e9f9569f452ceab5a3e8c5f01bd71f85f30e","glam metal"
"1297","bob welch","night ranger",43,81612,"https://open.spotify.com/artist/0reZZVbAPxgX1Rqj6XbWj3","https://i.scdn.co/image/fc40d90d3245b5853b26f3ff1a1227c1d5f6f084","classic rock",51,612865,"https://open.spotify.com/artist/1Ha0Fz4i0d4gu5fZbhBCtH","https://i.scdn.co/image/ab676161000051749e8c55f799964f5194cc5999","classic rock"
"1298","rick springfield","jude cole",58,701338,"https://open.spotify.com/artist/6IFXsrXBpwbIqtOUOiAa3p","https://i.scdn.co/image/ab676161000051745cc5140fd4e3342f3a6d25ff","australian rock",29,6414,"https://open.spotify.com/artist/6MxIoQ7GT947XGYca2irUU","https://i.scdn.co/image/ab676161000051742dc0d37fdb5878bb745fc29d",NA
"1299","the j. geils band","the babys",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock",42,93753,"https://open.spotify.com/artist/6z7wrwE2QW7Keb9ozoF0rg","https://i.scdn.co/image/87686b766a965ec3791573da03733e6bf11af5a2","art rock"
"1300","steve winwood","loverboy",59,901157,"https://open.spotify.com/artist/5gxynDEKwNDgxGJmJjZyte","https://i.scdn.co/image/1bd7316c847371039652c7bf59335083af10d56e","art rock",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock"
"1301","bruce hornsby","eddie money",54,336588,"https://open.spotify.com/artist/2iM28IgKg89v1o7BTQAVPo","https://i.scdn.co/image/ab67616100005174ede2122c4ca030de3a67f3ad","classic rock",57,747522,"https://open.spotify.com/artist/4Tw2N3wdvJPGEU7JqMxFfE","https://i.scdn.co/image/ab6761610000517459808090fb17e636132b0d2a","classic rock"
"1302","huey lewis & the news","lou gramm",62,1342993,"https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6","https://i.scdn.co/image/ab676161000051748dfb95eb4902b28206963614","classic rock",44,101887,"https://open.spotify.com/artist/7CnmC3gRgLev4I609BrSxj","https://i.scdn.co/image/31f98adfdcaaf31cbaca219ee21f133520d9ab82","mellow gold"
"1303","john mellencamp","quarterflash",64,1422380,"https://open.spotify.com/artist/3lPQ2Fk5JOwGWAF3ORFCqH","https://i.scdn.co/image/ab6761610000517439cf2e0c338c08d5b8350053","classic rock",43,99129,"https://open.spotify.com/artist/3VJakY5Yw5phAOF4Bada5v","https://i.scdn.co/image/f5892fe0d5511efac5384da7e37d9ef4d613c139","mellow gold"
"1304","jefferson starship","glass tiger",50,847022,"https://open.spotify.com/artist/3HC7NcxQx2Yk0fWoRKJ0xF","https://i.scdn.co/image/ab676161000051740a7ad2d086997db5d77d8e47","art rock",44,125310,"https://open.spotify.com/artist/53RaPTbZOx2mBoZD6LLWIv","https://i.scdn.co/image/ab67616100005174e9ce4b69d5919d5997715aa5","classic canadian rock"
"1305","jackson browne","corey hart",60,1135076,"https://open.spotify.com/artist/5lkiCO9UQ8B23dZ1o0UV4m","https://i.scdn.co/image/ab6761610000517400b0bd0385952164fd4a5710","classic rock",50,243898,"https://open.spotify.com/artist/0smy8yDrRoI4CnhpOuthg0","https://i.scdn.co/image/ab67616100005174a57b441a0f3f911a3c39bbef","mellow gold"
"1306","little river band","the romantics",56,997963,"https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg","https://i.scdn.co/image/ab676161000051748d20c06dc6316ee8d35b351e","art rock",55,330592,"https://open.spotify.com/artist/3daM7asS0gCFvyLemNx2EE","https://i.scdn.co/image/ab67616100005174b39679d47a3857df9ad4a750","classic rock"
"1307","reo speedwagon","mr. mister",63,2107390,"https://open.spotify.com/artist/55vs7NT1KxcFjbMC4y202E","https://i.scdn.co/image/ab67616100005174fc5a03aa1823cfbe08b8b2ed","classic rock",54,468326,"https://open.spotify.com/artist/7Bah8E0kCETqEpAHI6CPzQ","https://i.scdn.co/image/92309a20e867ae475181debd2b3bf2e2ce8e8d2c","mellow gold"
"1308","the j. geils band","pat benatar",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock",61,1423094,"https://open.spotify.com/artist/43mhFhQ4JAknA7Ik1bOZuV","https://i.scdn.co/image/f881ba3e2dec37df305e172d9b5210b12fcd74cb","classic rock"
"1309","joe walsh","john cafferty & the beaver brown band",55,1075607,"https://open.spotify.com/artist/5bDxAyJiTYBat1YnFJhvEK","https://i.scdn.co/image/eafdd5b0d74bebaa1fc64591e050039d6a9debec","blues rock",41,26700,"https://open.spotify.com/artist/5qwERxFiC8zCJvnVI8Zkl9","https://i.scdn.co/image/a9b9c732d5df982dcfcdfe0e6ec612a325fb0c8f","heartland rock"
"1310","loverboy","starship",54,753417,"https://open.spotify.com/artist/2CLVPk9FcywjClBcTvWPkT","https://i.scdn.co/image/ab6761610000517402a7fb52455eea92035311dc","classic canadian rock",63,851731,"https://open.spotify.com/artist/0kObWap02DEg9EAJ3PBxzf","https://i.scdn.co/image/485b9c07ffe6a1a34562c5dff6a231dae181a748","mellow gold"
"1311","chicago","cutting crew",67,3304730,"https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0","https://i.scdn.co/image/ab67616100005174552671b05c6308584f920795","album rock",60,338705,"https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i","https://i.scdn.co/image/ab676161000051745677d41157dee225b3633737","mellow gold"
"1312","firefall","the j. geils band",43,182121,"https://open.spotify.com/artist/1tfXh4XxILEuMU2qZupFn8","https://i.scdn.co/image/ab6761610000517430adcaa6c2679f09255fffa6","classic rock",57,715986,"https://open.spotify.com/artist/69Mj3u4FTUrpyeGNSIaU6F","https://i.scdn.co/image/43d20bdb99de92558563c95a365c92ab8b1f81a6","art rock"
